epoch,accuracy,loss,val_accuracy,val_loss,learning_rate,epoch_time_sec,learning_rate
1,0.4779999852180481,1.749933123588562,0.3529999852180481,1.792568564414978,0.0010000000474974513,9.899195194244385,0.0010000000474974513
2,0.42524999380111694,1.704874038696289,0.4169999957084656,1.661258578300476,0.0010000000474974513,8.748667478561401,0.0010000000474974513
3,0.4752500057220459,1.5414643287658691,0.4659999907016754,1.7525502443313599,0.0010000000474974513,8.816036701202393,0.0010000000474974513
4,0.5052499771118164,1.4711636304855347,0.4519999921321869,1.510894536972046,0.0010000000474974513,9.024796485900879,0.0010000000474974513
5,0.5059999823570251,1.4195525646209717,0.5239999890327454,1.3863686323165894,0.0010000000474974513,8.888949394226074,0.0010000000474974513
6,0.5042499899864197,1.3980640172958374,0.5559999942779541,1.2578582763671875,0.0010000000474974513,9.123939752578735,0.0010000000474974513
7,0.5232499837875366,1.3561514616012573,0.597000002861023,1.165213704109192,0.0010000000474974513,8.86076021194458,0.0010000000474974513
8,0.5724999904632568,1.254192590713501,0.5590000152587891,1.2386835813522339,0.0010000000474974513,8.82915472984314,0.0010000000474974513
9,0.5752500295639038,1.2558549642562866,0.6029999852180481,1.1459499597549438,0.0010000000474974513,8.803121566772461,0.0010000000474974513
10,0.5872499942779541,1.1917160749435425,0.6159999966621399,1.1062681674957275,0.0010000000474974513,8.63021445274353,0.0010000000474974513
11,0.5885000228881836,1.1704216003417969,0.597000002861023,1.123978614807129,0.0010000000474974513,8.792595624923706,0.0010000000474974513
12,0.5862500071525574,1.1500592231750488,0.652999997138977,0.9948664307594299,0.0010000000474974513,8.743228673934937,0.0010000000474974513
13,0.6134999990463257,1.1044392585754395,0.6480000019073486,0.9738405346870422,0.0010000000474974513,8.879729509353638,0.0010000000474974513
14,0.6370000243186951,1.0280042886734009,0.6510000228881836,1.015929102897644,0.0010000000474974513,8.752342224121094,0.0010000000474974513
15,0.6332499980926514,1.0359137058258057,0.6620000004768372,0.936275064945221,0.0010000000474974513,8.740723371505737,0.0010000000474974513
16,0.6589999794960022,0.9526708126068115,0.7160000205039978,0.8327286839485168,0.0010000000474974513,8.720256567001343,0.0010000000474974513
17,0.6744999885559082,0.9371030926704407,0.6830000281333923,0.8692190051078796,0.0010000000474974513,8.911356210708618,0.0010000000474974513
18,0.690500020980835,0.8759123682975769,0.7160000205039978,0.8270743489265442,0.0010000000474974513,8.914300203323364,0.0010000000474974513
19,0.702750027179718,0.8444113731384277,0.6729999780654907,0.8894705176353455,0.0010000000474974513,8.833000659942627,0.0010000000474974513
20,0.7089999914169312,0.8297861218452454,0.7149999737739563,0.7754519581794739,0.0010000000474974513,8.947710037231445,0.0010000000474974513
